locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNMCCAHI_03242	CDS	174				hypothetical protein
HNMCCAHI_03243	CDS	1230				hypothetical protein
HNMCCAHI_03244	CDS	1350	mdtH_1			Multidrug resistance protein MdtH
HNMCCAHI_03245	CDS	762	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HNMCCAHI_03246	CDS	513				hypothetical protein
HNMCCAHI_03247	CDS	348				hypothetical protein
HNMCCAHI_03248	CDS	531				hypothetical protein
HNMCCAHI_03249	CDS	678	yiiM		COG2258	Protein YiiM
HNMCCAHI_03250	CDS	357				hypothetical protein
HNMCCAHI_03251	CDS	564	rcdA_1		COG3226	HTH-type transcriptional regulator RcdA
HNMCCAHI_03252	CDS	324	mmr		COG2076	Multidrug resistance protein Mmr
HNMCCAHI_03253	CDS	168				hypothetical protein
HNMCCAHI_03254	CDS	681	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
HNMCCAHI_03255	CDS	1305	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
HNMCCAHI_03256	CDS	681	regX3_4		COG0745	Sensory transduction protein regX3
HNMCCAHI_03257	CDS	414				hypothetical protein
HNMCCAHI_03258	CDS	312				hypothetical protein
HNMCCAHI_03259	CDS	663				hypothetical protein
HNMCCAHI_03260	CDS	291				hypothetical protein
HNMCCAHI_03261	CDS	303				hypothetical protein
HNMCCAHI_03262	CDS	318				hypothetical protein
HNMCCAHI_03263	CDS	1302				hypothetical protein
HNMCCAHI_03264	CDS	480				hypothetical protein
HNMCCAHI_03265	CDS	342				hypothetical protein
HNMCCAHI_03266	CDS	417				hypothetical protein
HNMCCAHI_03267	CDS	111				hypothetical protein
HNMCCAHI_03268	CDS	1326	entS_2		COG0477	Enterobactin exporter EntS
HNMCCAHI_03269	CDS	1038	mreB_1			Cell shape-determining protein MreB
HNMCCAHI_03270	CDS	408				hypothetical protein
HNMCCAHI_03271	CDS	879				hypothetical protein
HNMCCAHI_03272	CDS	876				hypothetical protein
HNMCCAHI_03273	CDS	804	cysQ_2	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
HNMCCAHI_03274	CDS	912				hypothetical protein
HNMCCAHI_03275	CDS	1227	mlc_1		COG1940	Protein mlc
HNMCCAHI_03276	CDS	369	ycjP_3		COG0395	Inner membrane ABC transporter permease protein YcjP
HNMCCAHI_03277	CDS	1170				IS200/IS605 family transposase ISTel3
HNMCCAHI_03278	CDS	225				hypothetical protein
HNMCCAHI_03279	CDS	1422				hypothetical protein
HNMCCAHI_03280	CDS	1983				hypothetical protein
HNMCCAHI_03281	CDS	360				hypothetical protein
HNMCCAHI_03282	CDS	834	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
HNMCCAHI_03283	CDS	1767	dinG_2	3.1.-.-		3'-5' exonuclease DinG
HNMCCAHI_03284	tRNA	74				tRNA-Arg(tct)
HNMCCAHI_03285	CDS	1209				hypothetical protein
HNMCCAHI_03286	CDS	633				hypothetical protein
HNMCCAHI_03287	tRNA	93				tRNA-Pro(ggg)
HNMCCAHI_03288	CDS	249				hypothetical protein
HNMCCAHI_03289	CDS	264				hypothetical protein
HNMCCAHI_03290	CDS	1746				hypothetical protein
HNMCCAHI_03291	CDS	594	nphA2	1.5.1.36		NADH-dependent flavin reductase
HNMCCAHI_03292	CDS	477	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
HNMCCAHI_03293	CDS	576	yceD_2		COG2310	General stress protein 16U
HNMCCAHI_03294	CDS	573				hypothetical protein
HNMCCAHI_03295	CDS	1176	fdhA_2	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
HNMCCAHI_03296	CDS	1323				hypothetical protein
HNMCCAHI_03297	CDS	972				hypothetical protein
HNMCCAHI_03298	CDS	708				putative HTH-type transcriptional regulator
HNMCCAHI_03299	CDS	1392				hypothetical protein
HNMCCAHI_03300	CDS	240		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
HNMCCAHI_03301	CDS	2085	mdtD_5			Putative multidrug resistance protein MdtD
HNMCCAHI_03302	CDS	555				hypothetical protein
HNMCCAHI_03303	CDS	2628				hypothetical protein
HNMCCAHI_03304	tRNA	75				tRNA-Pro(ggg)
HNMCCAHI_03305	CDS	891	sprA	3.4.21.80		Streptogrisin-A
HNMCCAHI_03306	CDS	864				hypothetical protein
HNMCCAHI_03307	CDS	2457				hypothetical protein
HNMCCAHI_03308	tRNA	75				tRNA-Lys(ctt)
HNMCCAHI_03309	CDS	1404				hypothetical protein
HNMCCAHI_03310	CDS	399				hypothetical protein
HNMCCAHI_03311	CDS	288				hypothetical protein
HNMCCAHI_03312	CDS	348				hypothetical protein
HNMCCAHI_03313	CDS	1344				hypothetical protein
HNMCCAHI_03314	CDS	2871	rapA	3.6.4.-		RNA polymerase-associated protein RapA
HNMCCAHI_03315	CDS	231				hypothetical protein
HNMCCAHI_03316	CDS	1761				hypothetical protein
HNMCCAHI_03317	CDS	912				hypothetical protein
HNMCCAHI_03318	CDS	1437				hypothetical protein
HNMCCAHI_03319	CDS	1164	iscS_3	2.8.1.7	COG1104	Cysteine desulfurase IscS
HNMCCAHI_03320	CDS	1020				hypothetical protein
HNMCCAHI_03321	CDS	1584				hypothetical protein
HNMCCAHI_03322	CDS	2028				hypothetical protein
HNMCCAHI_03323	CDS	381				hypothetical protein
HNMCCAHI_03324	CDS	417				hypothetical protein
HNMCCAHI_03325	CDS	1668				hypothetical protein
HNMCCAHI_03326	CDS	162				hypothetical protein
HNMCCAHI_03327	CDS	2136				hypothetical protein
HNMCCAHI_03328	CDS	2196	rpoH			RNA polymerase sigma factor RpoH
HNMCCAHI_03329	CDS	300				hypothetical protein
HNMCCAHI_03330	CDS	408			COG3039	IS5 family transposase ISSan1
HNMCCAHI_03331	CDS	756				hypothetical protein
HNMCCAHI_03332	CDS	423				hypothetical protein
HNMCCAHI_03333	CDS	141				hypothetical protein
HNMCCAHI_03334	CDS	435				hypothetical protein
HNMCCAHI_03335	CDS	405				hypothetical protein
HNMCCAHI_03336	CDS	690	liaR_5		COG2197	Transcriptional regulatory protein LiaR
HNMCCAHI_03337	CDS	1194				hypothetical protein
HNMCCAHI_03338	CDS	1530	tap_2	3.4.14.-		Tripeptidyl aminopeptidase
HNMCCAHI_03339	CDS	654				hypothetical protein
HNMCCAHI_03340	CDS	804	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
HNMCCAHI_03341	CDS	354				hypothetical protein
HNMCCAHI_03342	CDS	534				hypothetical protein
HNMCCAHI_03343	CDS	795	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
HNMCCAHI_03344	CDS	681				hypothetical protein
HNMCCAHI_03345	CDS	1554		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
HNMCCAHI_03346	CDS	918	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
HNMCCAHI_03347	CDS	201				hypothetical protein
HNMCCAHI_03348	CDS	447				hypothetical protein
HNMCCAHI_03349	CDS	978	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
HNMCCAHI_03350	CDS	2034	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
HNMCCAHI_03351	CDS	1632		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
HNMCCAHI_03352	CDS	594	mce3R			Transcriptional repressor Mce3R
HNMCCAHI_03353	CDS	1158	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
HNMCCAHI_03354	CDS	876	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
HNMCCAHI_03355	CDS	609				hypothetical protein
HNMCCAHI_03356	CDS	573				hypothetical protein
HNMCCAHI_03357	CDS	1053	mamB_1			Magnetosome protein MamB
HNMCCAHI_03358	CDS	519				hypothetical protein
HNMCCAHI_03359	CDS	219				hypothetical protein
HNMCCAHI_03360	CDS	972				hypothetical protein
HNMCCAHI_03361	CDS	798		3.1.3.-		putative phosphatase
HNMCCAHI_03362	CDS	1581				hypothetical protein
HNMCCAHI_03363	CDS	1530	opuE		COG0591	Osmoregulated proline transporter OpuE
HNMCCAHI_03364	CDS	972	gbh	3.5.3.7		Guanidinobutyrase
HNMCCAHI_03365	CDS	507		2.3.1.-	COG1670	Acetyltransferase
HNMCCAHI_03366	CDS	1287	menJ	1.3.99.38	COG0644	Menaquinone reductase
HNMCCAHI_03367	CDS	789				hypothetical protein
HNMCCAHI_03368	CDS	360	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
HNMCCAHI_03369	CDS	555	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
HNMCCAHI_03370	CDS	756	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
HNMCCAHI_03371	CDS	1380	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
HNMCCAHI_03372	CDS	876				hypothetical protein
HNMCCAHI_03373	CDS	1350	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
HNMCCAHI_03374	CDS	2529	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
HNMCCAHI_03375	CDS	1377	nuoH_2	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
HNMCCAHI_03376	CDS	699	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
HNMCCAHI_03377	CDS	816				hypothetical protein
HNMCCAHI_03378	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
HNMCCAHI_03379	CDS	1896	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
HNMCCAHI_03380	CDS	1602	nuoM_2	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
HNMCCAHI_03381	CDS	1650	nuoN_2	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
HNMCCAHI_03382	CDS	1008				hypothetical protein
HNMCCAHI_03383	CDS	708				hypothetical protein
HNMCCAHI_03384	CDS	687				hypothetical protein
HNMCCAHI_03385	CDS	2142	paoC_1	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
HNMCCAHI_03386	CDS	993	paoB_1	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
HNMCCAHI_03387	CDS	579	paoA_1	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
HNMCCAHI_03388	CDS	582				hypothetical protein
HNMCCAHI_03389	CDS	654	degU_4		COG2197	Transcriptional regulatory protein DegU
HNMCCAHI_03390	CDS	1770				hypothetical protein
HNMCCAHI_03391	CDS	381				hypothetical protein
HNMCCAHI_03392	CDS	408	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
HNMCCAHI_03393	CDS	1128		5.1.1.-	COG4948	N-succinyl-L-Arg/Lys racemase
HNMCCAHI_03394	CDS	795	crnA	3.5.2.10		Creatinine amidohydrolase
HNMCCAHI_03395	CDS	957	glcK_2	2.7.1.2	COG1940	Glucokinase
HNMCCAHI_03396	CDS	867	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
HNMCCAHI_03397	CDS	306	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
HNMCCAHI_03398	CDS	582				hypothetical protein
HNMCCAHI_03399	CDS	627	yigZ		COG1739	IMPACT family member YigZ
HNMCCAHI_03400	CDS	417	yccU		COG1832	putative protein YccU
HNMCCAHI_03401	CDS	573	sutR_1		COG1396	HTH-type transcriptional regulator SutR
HNMCCAHI_03402	CDS	753	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
HNMCCAHI_03403	CDS	534	yrdA		COG0663	Protein YrdA
HNMCCAHI_03404	CDS	642			COG0586	putative membrane protein
HNMCCAHI_03405	CDS	438				hypothetical protein
HNMCCAHI_03406	CDS	1110				hypothetical protein
HNMCCAHI_03407	CDS	1443	entS_3			Enterobactin exporter EntS
HNMCCAHI_03408	CDS	849	speE_2	2.5.1.16		Polyamine aminopropyltransferase
HNMCCAHI_03409	CDS	924			COG0583	putative HTH-type transcriptional regulator
HNMCCAHI_03410	CDS	627	argO			Arginine exporter protein ArgO
HNMCCAHI_03411	CDS	1221	entS_4			Enterobactin exporter EntS
HNMCCAHI_03412	CDS	609				hypothetical protein
HNMCCAHI_03413	CDS	762	tuf_1		COG0050	Elongation factor Tu
HNMCCAHI_03414	CDS	645				hypothetical protein
HNMCCAHI_03415	CDS	894				hypothetical protein
HNMCCAHI_03416	CDS	753				hypothetical protein
HNMCCAHI_03417	CDS	888	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
HNMCCAHI_03418	CDS	795			COG3324	Putative glyoxylase CFP32
HNMCCAHI_03419	CDS	1464	speA	4.1.1.19	COG1982	Arginine decarboxylase
HNMCCAHI_03420	CDS	1185		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
HNMCCAHI_03421	CDS	210				hypothetical protein
HNMCCAHI_03422	CDS	579				hypothetical protein
HNMCCAHI_03423	CDS	273				hypothetical protein
HNMCCAHI_03424	CDS	1431	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
HNMCCAHI_03425	CDS	957				hypothetical protein
HNMCCAHI_03426	CDS	375				hypothetical protein
HNMCCAHI_03427	CDS	750				hypothetical protein
HNMCCAHI_03428	CDS	351				hypothetical protein
HNMCCAHI_03429	CDS	708				hypothetical protein
HNMCCAHI_03430	CDS	588				hypothetical protein
HNMCCAHI_03431	CDS	570				hypothetical protein
HNMCCAHI_03432	CDS	432				hypothetical protein
HNMCCAHI_03433	CDS	1287	ndh	1.6.99.3	COG1252	NADH dehydrogenase
HNMCCAHI_03434	CDS	708				hypothetical protein
HNMCCAHI_03435	CDS	360	adhR		COG0789	HTH-type transcriptional regulator AdhR
HNMCCAHI_03436	CDS	732	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
HNMCCAHI_03437	CDS	360	kmtR		COG0640	HTH-type transcriptional regulator KmtR
HNMCCAHI_03438	CDS	2361	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
HNMCCAHI_03439	CDS	1467	tagU_7	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HNMCCAHI_03440	CDS	237	tatA_1			Sec-independent protein translocase protein TatA
HNMCCAHI_03441	CDS	264				hypothetical protein
HNMCCAHI_03442	CDS	834				hypothetical protein
HNMCCAHI_03443	CDS	1665	hutU	4.2.1.49	COG2987	Urocanate hydratase
HNMCCAHI_03444	CDS	582				hypothetical protein
HNMCCAHI_03445	CDS	915				hypothetical protein
HNMCCAHI_03446	CDS	1653				hypothetical protein
HNMCCAHI_03447	CDS	810				hypothetical protein
HNMCCAHI_03448	CDS	810	iclR_1		COG1414	Transcriptional repressor IclR
HNMCCAHI_03449	CDS	660			COG2513	putative protein
HNMCCAHI_03450	CDS	1941	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNMCCAHI_03451	CDS	1548		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
HNMCCAHI_03452	CDS	609				hypothetical protein
HNMCCAHI_03453	CDS	1638	aidB_1	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
HNMCCAHI_03454	CDS	945				hypothetical protein
HNMCCAHI_03455	CDS	468				hypothetical protein
HNMCCAHI_03456	CDS	1185	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
HNMCCAHI_03457	CDS	1083			COG1228	putative protein
HNMCCAHI_03458	CDS	948				hypothetical protein
HNMCCAHI_03459	CDS	1320				hypothetical protein
HNMCCAHI_03460	CDS	672				putative protein
HNMCCAHI_03461	CDS	570				hypothetical protein
HNMCCAHI_03462	CDS	414				hypothetical protein
HNMCCAHI_03463	CDS	867				hypothetical protein
HNMCCAHI_03464	CDS	222				hypothetical protein
HNMCCAHI_03465	tRNA	86				tRNA-Arg(gcg)
HNMCCAHI_03466	CDS	870				hypothetical protein
HNMCCAHI_03467	CDS	822				hypothetical protein
HNMCCAHI_03468	CDS	2331	ponA1_3		COG0744	Penicillin-binding protein 1A
HNMCCAHI_03469	CDS	321	gdx_2			Guanidinium exporter
HNMCCAHI_03470	CDS	342	groS_1			10 kDa chaperonin
HNMCCAHI_03471	CDS	324				hypothetical protein
HNMCCAHI_03472	CDS	468	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
HNMCCAHI_03473	CDS	1500	proP			Proline/betaine transporter
HNMCCAHI_03474	tRNA	84				tRNA-Leu(tag)
HNMCCAHI_03475	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HNMCCAHI_03476	CDS	384				hypothetical protein
HNMCCAHI_03477	CDS	726	rph	2.7.7.56	COG0689	Ribonuclease PH
HNMCCAHI_03478	CDS	234	nagF	2.7.1.193	COG1264	PTS system N-acetylglucosamine-specific EIIB component
HNMCCAHI_03479	CDS	1287	nagE2		COG1263	PTS system N-acetylglucosamine-specific EIIC component
HNMCCAHI_03480	CDS	846				hypothetical protein
HNMCCAHI_03481	CDS	1983				hypothetical protein
HNMCCAHI_03482	CDS	852	mmgB_1	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
HNMCCAHI_03483	CDS	264				hypothetical protein
HNMCCAHI_03484	CDS	1152	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HNMCCAHI_03485	CDS	1047				hypothetical protein
HNMCCAHI_03486	CDS	660	svp	2.7.8.7		4'-phosphopantetheinyl transferase Svp
HNMCCAHI_03487	CDS	1506	cmdD			Chondramide synthase cmdD
HNMCCAHI_03488	CDS	1464				hypothetical protein
HNMCCAHI_03489	CDS	600	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
HNMCCAHI_03490	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
HNMCCAHI_03491	CDS	1674				hypothetical protein
HNMCCAHI_03492	CDS	342	yjhP			putative protein YjhP
HNMCCAHI_03493	CDS	819				hypothetical protein
HNMCCAHI_03494	CDS	771				hypothetical protein
HNMCCAHI_03495	CDS	873				hypothetical protein
HNMCCAHI_03496	CDS	1071				hypothetical protein
HNMCCAHI_03497	CDS	567				hypothetical protein
HNMCCAHI_03498	CDS	1743	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
HNMCCAHI_03499	CDS	954				hypothetical protein
HNMCCAHI_03500	CDS	381	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
HNMCCAHI_03501	CDS	477				hypothetical protein
HNMCCAHI_03502	CDS	1755	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
HNMCCAHI_03503	CDS	759	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
HNMCCAHI_03504	CDS	489				hypothetical protein
HNMCCAHI_03505	CDS	477				hypothetical protein
HNMCCAHI_03506	CDS	930				hypothetical protein
HNMCCAHI_03507	CDS	171				hypothetical protein
HNMCCAHI_03508	CDS	6342				hypothetical protein
HNMCCAHI_03509	CDS	342				hypothetical protein
HNMCCAHI_03510	CDS	693				hypothetical protein
HNMCCAHI_03511	CDS	684				hypothetical protein
HNMCCAHI_03512	CDS	633				hypothetical protein
HNMCCAHI_03513	CDS	399				hypothetical protein
HNMCCAHI_03514	CDS	366				hypothetical protein
HNMCCAHI_03515	CDS	1200				hypothetical protein
HNMCCAHI_03516	CDS	690				hypothetical protein
HNMCCAHI_03517	CDS	1155	yfiZ_3		COG0609	putative siderophore transport system permease protein YfiZ
HNMCCAHI_03518	CDS	1164	yfhA_2		COG0609	putative siderophore transport system permease protein YfhA
HNMCCAHI_03519	CDS	798	fepC_3		COG1120	Ferric enterobactin transport ATP-binding protein FepC
HNMCCAHI_03520	CDS	2481				hypothetical protein
HNMCCAHI_03521	CDS	264				hypothetical protein
HNMCCAHI_03522	CDS	1002				hypothetical protein
HNMCCAHI_03523	CDS	678				hypothetical protein
HNMCCAHI_03524	CDS	693				HTH-type transcriptional repressor
HNMCCAHI_03525	CDS	1215	tet(X)_3	1.14.13.231		Flavin-dependent monooxygenase
HNMCCAHI_03526	CDS	549				hypothetical protein
HNMCCAHI_03527	CDS	291				hypothetical protein
HNMCCAHI_03528	CDS	633				hypothetical protein
HNMCCAHI_03529	CDS	609				hypothetical protein
HNMCCAHI_03530	CDS	264				hypothetical protein
HNMCCAHI_03531	CDS	864				hypothetical protein
HNMCCAHI_03532	CDS	1029				hypothetical protein
HNMCCAHI_03533	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
HNMCCAHI_03534	CDS	1173	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
HNMCCAHI_03535	CDS	900	argB	2.7.2.8	COG0548	Acetylglutamate kinase
HNMCCAHI_03536	CDS	1245	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
HNMCCAHI_03537	CDS	534	argR		COG1438	Arginine repressor
HNMCCAHI_03538	CDS	1176				hypothetical protein
HNMCCAHI_03539	CDS	669	vraR_2			Response regulator protein VraR
HNMCCAHI_03540	CDS	261				hypothetical protein
HNMCCAHI_03541	CDS	2175	ydfJ_1		COG2409	Membrane protein YdfJ
HNMCCAHI_03542	CDS	1005	panS		COG0385	Pantothenate precursors transporter PanS
HNMCCAHI_03543	CDS	624				hypothetical protein
HNMCCAHI_03544	CDS	1440	argH	4.3.2.1	COG0165	Argininosuccinate lyase
HNMCCAHI_03545	CDS	771	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
HNMCCAHI_03546	CDS	1443	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
HNMCCAHI_03547	CDS	615	kstR2			HTH-type transcriptional repressor KstR2
HNMCCAHI_03548	CDS	1215	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
HNMCCAHI_03549	CDS	1065				hypothetical protein
HNMCCAHI_03550	CDS	936		1.3.1.103		2-haloacrylate reductase
HNMCCAHI_03551	CDS	324				hypothetical protein
HNMCCAHI_03552	CDS	390	yidH		COG2149	Inner membrane protein YidH
HNMCCAHI_03553	CDS	549	yfcD_1	3.6.-.-		putative Nudix hydrolase YfcD
HNMCCAHI_03554	CDS	765		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
HNMCCAHI_03555	CDS	720				hypothetical protein
HNMCCAHI_03556	CDS	1656		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
HNMCCAHI_03557	CDS	663	cmlA	2.3.1.28		Chloramphenicol acetyltransferase 2
HNMCCAHI_03558	CDS	1035	cytR_6		COG1609	HTH-type transcriptional repressor CytR
HNMCCAHI_03559	CDS	1539	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HNMCCAHI_03560	CDS	1953	purR_2			HTH-type transcriptional repressor PurR
HNMCCAHI_03561	CDS	939	rbsK	2.7.1.15		Ribokinase
HNMCCAHI_03562	CDS	390	rbsD	5.4.99.62	COG1869	D-ribose pyranase
HNMCCAHI_03563	CDS	804				hypothetical protein
HNMCCAHI_03564	CDS	432				hypothetical protein
HNMCCAHI_03565	CDS	603	clpP2_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
HNMCCAHI_03566	CDS	636	clpP1_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
HNMCCAHI_03567	CDS	618				hypothetical protein
HNMCCAHI_03568	CDS	675				hypothetical protein
HNMCCAHI_03569	CDS	432				18 kDa heat shock protein
HNMCCAHI_03570	CDS	438				hypothetical protein
HNMCCAHI_03571	CDS	729				hypothetical protein
HNMCCAHI_03572	CDS	804	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
HNMCCAHI_03573	CDS	1080				hypothetical protein
HNMCCAHI_03574	CDS	873	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
HNMCCAHI_03575	CDS	1080				hypothetical protein
HNMCCAHI_03576	CDS	1437				hypothetical protein
HNMCCAHI_03577	CDS	249				hypothetical protein
HNMCCAHI_03578	CDS	750				hypothetical protein
HNMCCAHI_03579	CDS	1326				hypothetical protein
HNMCCAHI_03580	CDS	723	rosB_1	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
HNMCCAHI_03581	CDS	240	rpsR1_2		COG0238	30S ribosomal protein S18 1
HNMCCAHI_03582	CDS	1149	yciC_2		COG0523	Putative metal chaperone YciC
HNMCCAHI_03583	CDS	255	rpmE2_2		COG0254	50S ribosomal protein L31 type B
HNMCCAHI_03584	CDS	165	rpmG2_2		COG0267	50S ribosomal protein L33 2
HNMCCAHI_03585	CDS	294				hypothetical protein
HNMCCAHI_03586	CDS	306	rpsN		COG0199	30S ribosomal protein S14
HNMCCAHI_03587	CDS	360				hypothetical protein
HNMCCAHI_03588	CDS	1179				hypothetical protein
HNMCCAHI_03589	CDS	1044	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
HNMCCAHI_03590	CDS	105				hypothetical protein
HNMCCAHI_03591	CDS	1182				hypothetical protein
HNMCCAHI_03592	CDS	660				hypothetical protein
HNMCCAHI_03593	CDS	756				hypothetical protein
HNMCCAHI_03594	CDS	702				hypothetical protein
HNMCCAHI_03595	CDS	648				hypothetical protein
HNMCCAHI_03596	CDS	573	atsA	3.1.6.1	COG3119	Arylsulfatase
HNMCCAHI_03597	CDS	783				hypothetical protein
HNMCCAHI_03598	CDS	690	npt	2.7.8.7		4'-phosphopantetheinyl transferase Npt
HNMCCAHI_03599	CDS	1215		4.2.1.8	COG4948	D-mannonate dehydratase
HNMCCAHI_03600	CDS	1482	papA3	2.3.1.-	COG1020	Acyltransferase papA3
HNMCCAHI_03601	CDS	2997				hypothetical protein
HNMCCAHI_03602	CDS	1362				hypothetical protein
HNMCCAHI_03603	CDS	723				hypothetical protein
HNMCCAHI_03604	CDS	318	eccA1		COG0464	ESX-1 secretion system protein EccA1
